1. Clave de identificación ,2. Nombre de la planta de tratamiento,3. País,4. Lugar,4a. Cuencas HydroSHEDS L3,5. Clave de identificación nacional de la planta de tratamiento,6. Clave HydroWASTE,7. Año de inicio de operaciones de la planta,8. Operador PTAR,8a. Tipo de operador,"9. Tamaño
[Campo Calculado]",10. Latitude,11. Longitude,12. Latitude de la descarga,13. Longitude de la descarga ,14.Capacidad de tratamiento en litros por segundo (L/s),14a.Capacidad de tratamiento máximo (L/s),15. Caudal de operación promedio (L/s),16. Año de caudal de operación promedio,"Capacidad diseño para clasificación (L/s)
[Campo calculado]","Caudal de operación promedio para análisis (L/s)
[Campo calculado]",17a. Categorías del Proceso de tratamiento  ,17b. Subcategorías del Proceso de tratamiento  ,"Campo de clasificación de procesos de tratamiento
(RML)",18. Detalles del proceso de tratamiento ,19. Estado,20. Destino del agua residual,20a. Categoría de destino,21. Se aprovecha el biogás?,22. Disposición de lodos o fangos resultado del tratamiento,23. Volumen de lodos o fangos (L/s),24. Volumen reutilizado,25. Destino o tipo de uso,27 Notas,28. Fuente de la información,29. Año de información ,30. Fecha de ingreso ,"Observaciones al registro: 
""<Tipo><Fecha> <Iniciales> <Comentario>"":
[INFO] 230725 JM Comentario",Indicador geoposición,Indicador gasto,tipo_regimen,Estado,Municipio
MEX-0054,Irapuato,México,"Irapuato, Guanajuato",771 Cuencas Vertiente Pacífico de México y América Central,306,ND,1993,Organismo Operador,,03 Grande,20.645114,-101.357613,20.64721,-101.362,700.0,700.0,700,2022,700.0,700.0,02 Lagunas,02 Lagunas,,Lagunas - Lagunas de Estabilización,01 En operación,5. Ríos,01 Río o corriente,No,Ptar,ND,ND,5. Ríos,Adecuaciones: Ninguna. Destino del efluente: Río Silao.,ANEAS(2022),2022,20230417,,Sí,Sí,Publico,Guanajuato,Irapuato
MEX-0020,Aguas Blancas,México,"Acapulco de Juárez, Guerrero",771 Cuencas Vertiente Pacífico de México y América Central,317,ND,2010,Organismo Operador,,04 Megaplanta,16.85971,-99.908082,0,0,1350.0,1350.0,660,2022,1350.0,660.0,01 Lodos activados,01 Lodos activados,,Lodos Activados - ,01 En operación,3.Aguas costeras,04 Mar,No,Basurero Municipal,ND,ND,3.Aguas costeras,Adecuaciones: 2020 rehabilitación. Destino del efluente: Playa Olvidada.,ANEAS(2022),2022,20230417,,Sí,Sí,Publico,Guerrero,Acapulco de Juárez
MEX-0049,Sur,México,"Cajeme, Sonora",771 Cuencas Vertiente Pacífico de México y América Central,748,ND,1997,ND,,03 Grande,27.443395,-109.975294,27.44094,-109.974,735.0,735.0,645.4990151,2022,735.0,645.4990151,02 Lagunas,02 Lagunas,,Lagunas - Lagunas Aireadas,01 En operación,5. Ríos,01 Río o corriente,No,,,ND,5. Ríos,Destino del efluente: Dren/Riego 400 y Kino.,ANEAS(2022),2022,20230417,,Sí,Sí,,Sonora,Cajeme
MEX-0037,Norte,México,"Cajeme, Sonora",771 Cuencas Vertiente Pacífico de México y América Central,747,ND,1997,ND,,03 Grande,27.515882,-109.973965,27.51883,-109.973,850.0,850.0,557.8241297,2022,850.0,557.8241297,02 Lagunas,02 Lagunas,,Lagunas - Lagunas Aireadas,01 En operación,5. Ríos,01 Río o corriente,No,,,ND,5. Ríos,Destino del efluente: Dren/Riego Bordo Prieto.,ANEAS(2022),2022,20230417,,Sí,Sí,,Sonora,Cajeme
MEX-0047,San Pedro Mártir,México,"Querétaro, Querétaro",771 Cuencas Vertiente Pacífico de México y América Central,3358,ND,2010,Concesionada A Atlatec,,03 Grande,20.604175,-100.453842,20.60343,-100.456,750.0,750.0,556.5,2022,750.0,556.5,01 Lodos activados,01 Lodos activados,,Lodos Activados - Convencional,01 En operación,"6. Suelo, infiltración",03 Terreno,03 Genera energía,Campos Agrícolas,ND,ND,"6. Suelo, infiltración",Destino del efluente: Suelo agrícola.,ANEAS(2022),2022,20230417,,Sí,Sí,Privado,Queretaro,Querétaro
MEX-0052,Binacional. Nogales International WWTP,México,"Nogales, Sonora",772 Río Colorado,776,ND,1992,Cila Usa,,03 Grande,31.448616,-110.96427,31.45673,-110.968,700.0,700.0,535.2736,2022,700.0,535.2736,10 Reactor biológico,10.b Reactor biológico de membrana (RBM/MBR),,Lodos Activados - Reactor Biológico de Membrana (MBR),01 En operación,7. Otro país,06 Otro país,ND,ND,ND,ND,7. Otro país,Destino del efluente: Río Santa Cruz.,ANEAS(2022),2022,20230417,,Sí,Sí,Publico,Sonora,Nogales
MEX-0056,AHMSA,México,"Monclova, Coahuila De Zaragoza",752 Río Bravo y cuencas centrales del norte de México,135,ND,1999,ND,,03 Grande,26.931989,-101.412286,26.93091,-101.411,675.0,675.0,530,2022,675.0,530.0,10 Reactor biológico,10.a Reactor biológico de lecho móvil (BRLM/MBBR),,Lodos Activados - MBBR + remoción de nutrientes,01 En operación,8. Reúso,05 Reúso directo,ND,ND,ND,ND,8. Reúso,Destino del efluente: Reúso industrial.,ANEAS(2022),2022,20230417,,Sí,Sí,,Coahuila De Zaragoza,Monclova
MEX-0045,Termoeléctrica Valle de México,México,"Ecatepec de Morelos, México",753 Golfo de México y vertiente Atlántico de América C.,418,ND,ND,ND,,03 Grande,19.587373,-99.02717,19.58648,-99.0277,750.0,750.0,500,2022,750.0,500.0,01 Lodos activados,01 Lodos activados,,Lodos Activados - ,01 En operación,8. Reúso,05 Reúso directo,ND,ND,ND,ND,8. Reúso,Destino del efluente: Reuso Termo eléctrica/Gran Canal .,ANEAS(2022),2022,20230417,,Sí,Sí,,Mexico,Ecatepec de Morelos
MEX-0074,"Gómez Palacio ""Norte""",México,"Gómez Palacio, Durango",752 Río Bravo y cuencas centrales del norte de México,1284,ND,2002,ND,,03 Grande,25.64254722,-103.4767917,25.64823,-103.475,500.0,500.0,500,2022,500.0,500.0,02 Lagunas,02 Lagunas,,Lagunas - Lagunas de Estabilización,01 En operación,"6. Suelo, infiltración",03 Terreno,No,ND,ND,ND,"6. Suelo, infiltración",Destino del efluente: Suelo (Riego Agrícola).,ANEAS(2022),2022,20230417,,Sí,Sí,,Durango,Gómez Palacio
MEX-0073,El Naranjo,México,"Ensenada, Baja California",774 Cuencas de California y Baja California,94,ND,1999,Organismo Operador,,03 Grande,31.80939438,-116.5762587,ND,ND,500.0,500.0,492.14,2022,500.0,492.14,01 Lodos activados,01.b Lodos activados zanja de oxidación,,Lodos Activados - Zanjas de Oxidación,01 En operación,5. Ríos,01 Río o corriente,No,ND,ND,ND,5. Ríos,Destino del efluente: Arroyo El Gallo.,ANEAS(2022),2022,20230417,,Sí,Sí,Publico,Baja California,Ensenada
MEX-0072,Ciudad Acuña,México,"Acuña, Coahuila De Zaragoza",752 Río Bravo y cuencas centrales del norte de México,1008,ND,2000,ND,,03 Grande,29.306423,-100.894493,29.30877,-100.896,500.0,500.0,482,2022,500.0,482.0,01 Lodos activados,01 Lodos activados,,Lodos Activados - Convencional,01 En operación,5. Ríos,01 Río o corriente,ND,ND,ND,ND,5. Ríos,"Destino del efluente: Río Bravo, Reúso Indirecto Industrial (CFE).",ANEAS(2022),2022,20230417,,Sí,Sí,,Coahuila De Zaragoza,Acuña
MEX-0064,Cucapá San Luis Río Colorado,México,"San Luis Río Colorado, Sonora",771 Cuencas Vertiente Pacífico de México y América Central,2578,ND,2007,Organismo Operador,,03 Grande,32.3931,-114.8265,32.39024,-114.815,600.0,600.0,480,2022,600.0,480.0,02 Lagunas,02 Lagunas,,"Lagunas - Serie anaerobia, facultativa, de maduración",01 En operación,"6. Suelo, infiltración",03 Terreno,No,ND,ND,ND,"6. Suelo, infiltración",Adecuaciones: Desazolves unicamente. Destino del efluente: Se infiltra.,ANEAS(2022),2022,20230417,,Sí,Sí,Publico,Sonora,San Luis Río Colorado
MEX-0063,El Saladito,México,"Victoria, Tamaulipas",753 Golfo de México y vertiente Atlántico de América C.,2135,ND,2005,ND,,03 Grande,23.825612,-99.111081,23.82569,-99.1109,600.0,600.0,478.15,2022,600.0,478.15,02 Lagunas,02 Lagunas,,Lagunas - Lagunas de Estabilización,01 En operación,5. Ríos,01 Río o corriente,No,,,ND,5. Ríos,Destino del efluente: Arroyo San Felipe.,ANEAS(2022),2022,20230417,,Sí,Sí,,Tamaulipas,Victoria
MEX-0071,Primero de mayo (Irapuato II),México,"Irapuato, Guanajuato",771 Cuencas Vertiente Pacífico de México y América Central,2586,ND,2008,Organismo Operador,,03 Grande,20.65080996,-101.4153351,20.64999,-101.415,500.0,500.0,451.8,2022,500.0,451.8,01 Lodos activados,01.b Lodos activados zanja de oxidación,,Lodos Activados - Zanjas de Oxidación,01 En operación,5. Ríos,01 Río o corriente,No,Ptar,ND,ND,5. Ríos,Adecuaciones: Ninguna. Destino del efluente: Río Silao.,ANEAS(2022),2022,20230417,,Sí,Sí,Publico,Guanajuato,Irapuato
MEX-0046,Poniente,México,"Celaya, Guanajuato",771 Cuencas Vertiente Pacífico de México y América Central,3803,ND,2013,Contrato Servicios Con Organismo Operador (Jumapa),,03 Grande,20.509659,-100.859641,-9.13707,-78.5578,750.0,750.0,450,2022,750.0,450.0,01 Lodos activados,01 Lodos activados,,Lodos Activados - Convencional con remoción de N y P,01 En operación,5. Ríos,01 Río o corriente,ND,Mejoradores De Suelo,ND,ND,5. Ríos,Adecuaciones: no. Destino del efluente: Río Laja.,ANEAS(2022),2022,20230417,,Sí,Sí,Publico,Guanajuato,Celaya
MEX-0086,Atoyac Sur,México,"Puebla, Puebla",771 Cuencas Vertiente Pacífico de México y América Central,1161,43282,2002,Concesionada,,03 Grande,18.971085,-98.273868,18.9712,-98.2739,400.0,400.0,436,2022,400.0,436.0,09 Primario avanzado,09 Primario avanzado,,Primario Avanzado - ,01 En operación,5. Ríos,01 Río o corriente,No,Sitio De Recepcion De Residuos De Manejo Especial,ND,ND,5. Ríos,Adecuaciones: No. Destino del efluente: Río Atoyac.,ANEAS(2022),2022,20230417,[INFO] 231031 JM Clave HydroWASTE,Sí,Sí,Privado,Puebla,Puebla
MEX-0027,Chihuahua Norte,México,"Chihuahua, Chihuahua",752 Río Bravo y cuencas centrales del norte de México,197,ND,1996,Organismo Operador,,04 Megaplanta,28.698147,-106.081108,28.697,-106.081,1200.0,1200.0,430,2022,1200.0,430.0,01 Lodos activados,01 Lodos activados,,Lodos Activados - Convencional,01 En operación,5. Ríos,01 Río o corriente,No,Relleno Sanitario Y Mejoramiento De Suelo,ND,ND,5. Ríos,"Adecuaciones: Sí, reequipamiento de toda la PTAR (2021). Destino del efluente: RIO SACRAMENTO.",ANEAS(2022),2022,20230417,,Sí,Sí,Publico,Chihuahua,Chihuahua
MEX-0062,Reciclagua,México,"Lerma, México",771 Cuencas Vertiente Pacífico de México y América Central,4142,ND,ND,Concesionada ,,03 Grande,19.287665,-99.523221,19.28753,-99.5219,600.0,600.0,420,2022,600.0,420.0,01 Lodos activados,01 Lodos activados,,Lodos Activados - ,01 En operación,"2. Suelo, riego áreas verdes",03 Terreno,ND,ND,ND,ND,"2. Suelo, riego áreas verdes",Destino del efluente: Campo de golf.,ANEAS(2022),2022,20230417,,Sí,Sí,Privado,Mexico,Lerma
MEX-0061,Osiris,México,"Guadalupe, Zacatecas",752 Río Bravo y cuencas centrales del norte de México,3777,ND,2013,Organismo Operador (Jiapaz),,03 Grande,22.775515,-102.452221,22.77672,-102.453,600.0,600.0,411.84,2022,600.0,411.84,01 Lodos activados,01.f Lodos activados microburbuja,,Lodos Activados - Microburbuja,01 En operación,5. Ríos,01 Río o corriente,No,Mejorador De Suelos En Areas Verdes,ND,ND,5. Ríos,Adecuaciones: no. Destino del efluente: Arroyo el Pacheco/riego agrícola/riego urbano.,ANEAS(2022),2022,20230417,,Sí,Sí,Publico,Zacatecas,Guadalupe
MEX-0044,Cuautla,México,"Cuautla, Morelos",771 Cuencas Vertiente Pacífico de México y América Central,467,ND,1993,Organismo Operador,,03 Grande,18.79890354,-98.96137054,18.798,-98.9617,750.0,750.0,400,2022,750.0,400.0,04 Biofiltros,04 Biofiltros,,Biofiltros - ,01 En operación,5. Ríos,01 Río o corriente,No,Mismo Terreno De La Planta,ND,ND,5. Ríos,Destino del efluente: Río Cuautla.,ANEAS(2022),2022,20230417,,Sí,Sí,Publico,Morelos,Cuautla
MEX-0065,"Culiacán ""Sur""",México,"Culiacán, Sinaloa",771 Cuencas Vertiente Pacífico de México y América Central,2310,ND,2006,ND,,03 Grande,24.706708,-107.41698,24.70765,-107.418,550.0,550.0,393,2022,550.0,393.0,01 Lodos activados,01 Lodos activados,,Lodos Activados - ,01 En operación,"6. Suelo, infiltración",03 Terreno,ND,ND,ND,ND,"6. Suelo, infiltración",Destino del efluente: Dren Chiricahueto (100% agua tratada con reúso indirecto ambiental).,ANEAS(2022),2022,20230417,,Sí,Sí,,Sinaloa,Culiacán
MEX-0080,Uruapan Santa Bárbara,México,"Uruapan, Michoacán De Ocampo",771 Cuencas Vertiente Pacífico de México y América Central,462,ND,2000,Organismo Operador,,03 Grande,19.38253688,-102.0187149,19.38054,-102.021,420.0,420.0,380,2022,420.0,380.0,01 Lodos activados,01.a Lodos activados aireación extendida,,Lodos Activados - Aireación Extendida,01 En operación,5. Ríos,01 Río o corriente,No,Desecado,ND,ND,5. Ríos,Adecuaciones: Reemplazo de equipos en 2020 y 2021. Destino del efluente: Río Santa Barbara.,ANEAS(2022),2022,20230417,,Sí,Sí,Publico,Michoacan De Ocampo,Uruapan
MEX-0060,Durango Sur,México,"Durango, Durango",771 Cuencas Vertiente Pacífico de México y América Central,3001,ND,2010,Organismo Operador,,03 Grande,23.974951,-104.636245,23.97617,-104.636,600.0,600.0,350,2022,600.0,350.0,01 Lodos activados,01 Lodos activados,,Lodos Activados - Convencional,01 En operación,5. Ríos,01 Río o corriente,No,ND,ND,ND,5. Ríos,Adecuaciones: Ninguna. Destino del efluente: Arroyo Seco.,ANEAS(2022),2022,20230417,,Sí,Sí,Publico,Durango,Durango
MEX-0069,"Lago de Texcoco II, ""Ingeniero Ramón Grijalva Ruiz""",México,"Texcoco, México",753 Golfo de México y vertiente Atlántico de América C.,415,ND,1980,Conagua,,03 Grande,19.449988,-98.993906,19.45569,-98.9864,500.0,500.0,350,2022,500.0,350.0,02 Lagunas,02 Lagunas,,Lagunas - Lagunas de Estabilización,01 En operación,4. Embalses,02 Cuerpo de agua,No,,,ND,4. Embalses,Destino del efluente: Lago Nabor Carrillo.,ANEAS(2022),2022,20230417,,Sí,Sí,Publico,Mexico,Texcoco
MEX-0070,Juárez Sur-Sur,México,"Juárez, Chihuahua",752 Río Bravo y cuencas centrales del norte de México,3805,ND,2014,Empresa Privada,,03 Grande,31.551683,-106.265728,31.55291,-106.266,500.0,500.0,350,2022,500.0,350.0,01 Lodos activados,01 Lodos activados,,Lodos Activados - Convencional,01 En operación,5. Ríos,01 Río o corriente,02 Gasómetro,"Relleno Sanitario (Municipal, Estatal, Intermunicipal E Interestatal)",ND,ND,5. Ríos,Adecuaciones: No. Destino del efluente: Dren interceptor.,ANEAS(2022),2022,20230417,RML. Se observa gasometro,Sí,Sí,Privado,Chihuahua,Juárez
MEX-0092,Urias II,México,"Mazatlán, Sinaloa",771 Cuencas Vertiente Pacífico de México y América Central,S/N,ND,2021,Organismo Operador,,03 Grande,23.221681,-106.393879,23.22058,-106.394,350.0,350.0,350,2022,350.0,350.0,01 Lodos activados,01 Lodos activados,,Lodos Activados - doble fase y baja carga en nitrificación,01 En operación,3.Aguas costeras,04 Mar,ND,ND,ND,ND,3.Aguas costeras,Destino del efluente: Estero Urías.,ANEAS(2022),2022,20230417,,Sí,Sí,Publico,Sinaloa,Mazatlán
MEX-0091,Tlaxcala,México,"Tlaxcala, Tlaxcala",771 Cuencas Vertiente Pacífico de México y América Central,884,43146,1980,Gobierno Del Estado (Através Del Csitaret),,03 Grande,19.321332,-98.251001,19.32143,-98.2511,350.0,350.0,340,2022,350.0,340.0,01 Lodos activados,01.c Lodos activados SBR,,Lodos Activados - SBR,01 En operación,5. Ríos,01 Río o corriente,No,Relleno Sanitario,ND,ND,5. Ríos,Adecuaciones: Reingeniería en al 2014 cambio de proceso biológico de lagunas a SBR y la ampliación d,ANEAS(2022),2022,20230417,[INFO] 231031 JM Clave HydroWASTE,Sí,Sí,Publico,Tlaxcala,Tlaxcala
MEX-0085,Querétaro Sur,México,"Corregidora, Querétaro",771 Cuencas Vertiente Pacífico de México y América Central,2727,ND,2006,Organismo Operador Cea Qro,,03 Grande,20.556283,-100.430484,20.55768,-100.426,400.0,400.0,322.3,2022,400.0,322.3,01 Lodos activados,01 Lodos activados,,Lodos Activados - ,01 En operación,"6. Suelo, infiltración",03 Terreno,No,Reúso Agrícola Y Relleno Sanitario,ND,ND,"6. Suelo, infiltración",Adecuaciones: se realizó reingeniería en 2016. Destino del efluente: Suelo riego agrícola.,ANEAS(2022),2022,20230417,,Sí,Sí,Publico,Queretaro,Corregidora
MEX-0079,Salagua,México,"Manzanillo, Colima",771 Cuencas Vertiente Pacífico de México y América Central,167,ND,1988,ND,,03 Grande,19.123128,-104.315608,19.12136,-104.316,420.0,420.0,322,2022,420.0,322.0,01 Lodos activados,01 Lodos activados,,Lodos Activados - ,01 En operación,4. Embalses,02 Cuerpo de agua,ND,ND,ND,ND,4. Embalses,Destino del efluente: Laguna del Valle de las Garzas.,ANEAS(2022),2022,20230417,,Sí,Sí,,Colima,Manzanillo
MEX-0108,Río Mayo,México,"Navojoa, Sonora",771 Cuencas Vertiente Pacífico de México y América Central,3861,ND,2013,ND,,03 Grande,27.081388,-109.487118,27.08259,-109.489,300.0,300.0,310.0049,2022,300.0,310.0049,01 Lodos activados,01 Lodos activados,,Lodos Activados - ,01 En operación,5. Ríos,01 Río o corriente,ND,ND,ND,ND,5. Ríos,Destino del efluente: Rio Mayo.,ANEAS(2022),2022,20230417,,Sí,Sí,,Sonora,Navojoa
MEX-0090,Norte,México,"Benito Juárez, Quintana Roo",753 Golfo de México y vertiente Atlántico de América C.,1013,ND,2000,Concesionario (Aguakán),,03 Grande,21.204112,-86.829524,21.20365,-86.8295,350.0,350.0,300,2022,350.0,300.0,04 Biofiltros,04.4 Biofiltros y lodos activados,,Biofiltros - Biofiltros + lodos activados (dual),01 En operación,1. Suelo cárstico,03 Terreno,No,Jardinería Urbana,ND,ND,1. Suelo cárstico,"Destino del efluente: Acuífero

.",ANEAS(2022),2022,20230417,,Sí,Sí,Publico,Quintana Roo,Benito Juárez
MEX-0105,La Pedrera,México,"Altamira, Tamaulipas",753 Golfo de México y vertiente Atlántico de América C.,2122,ND,2006,ND,,03 Grande,22.399633,-97.872731,20.36886,-102.79,300.0,300.0,300,2022,300.0,300.0,02 Lagunas,02 Lagunas,,Lagunas - Lagunas de Estabilización,01 En operación,4. Embalses,02 Cuerpo de agua,No,,,ND,4. Embalses,Destino del efluente: Laguna Champayan.,ANEAS(2022),2022,20230417,,Sí,Sí,,Tamaulipas,Altamira
MEX-0106,Ocotlán,México,"Ocotlán, Jalisco",771 Cuencas Vertiente Pacífico de México y América Central,373,ND,1990,Organismo Estatal,,03 Grande,20.372006,-102.789707,ND,ND,300.0,300.0,300,2022,300.0,300.0,01 Lodos activados,01.a Lodos activados aireación extendida,,Lodos Activados - Aireación Extendida,01 En operación,5. Ríos,01 Río o corriente,ND,ND,ND,ND,5. Ríos,Adecuaciones: incremento de capacidad de 19 a 300 LPS. Destino del efluente: Río Santiago.,ANEAS(2022),2022,20230417,,Sí,Sí,Publico,Jalisco,Ocotlán
MEX-0107,Cuauhtémoc,México,"Cuauhtémoc, Chihuahua",752 Río Bravo y cuencas centrales del norte de México,2559,ND,2007,Organismo Operador,,03 Grande,28.446064,-106.849594,ND,ND,300.0,300.0,300,2022,300.0,300.0,02 Lagunas,02 Lagunas,,Lagunas - Lagunas aireadas,01 En operación,5. Ríos,01 Río o corriente,No,No Aplica,ND,ND,5. Ríos,Adecuaciones: No. Destino del efluente: RIO SAN ANTONIO.,ANEAS(2022),2022,20230417,,Sí,Sí,Publico,Chihuahua,Cuauhtémoc
MEX-0078,Oriente II,México,"Matamoros, Tamaulipas",752 Río Bravo y cuencas centrales del norte de México,2766,ND,2008,ND,,03 Grande,25.809914,-97.427117,25.80534,-97.4256,435.0,435.0,295.79,2022,435.0,295.79,02 Lagunas,02 Lagunas,,Lagunas - Lagunas de Estabilización,01 En operación,5. Ríos,01 Río o corriente,No,,,ND,5. Ríos,Destino del efluente: Arroyo la Pita.,ANEAS(2022),2022,20230417,,Sí,Sí,,Tamaulipas,Matamoros
MEX-0087,Municipal No. 1,México,"Lázaro Cárdenas, Michoacán De Ocampo",771 Cuencas Vertiente Pacífico de México y América Central,454,ND,1976,Organismo Operador,,03 Grande,17.93605,-102.207684,17.93404,-102.205,360.0,360.0,280,2022,360.0,280.0,01 Lodos activados,01.a Lodos activados aireación extendida,,Lodos Activados - Aireación Extendida,01 En operación,5. Ríos,01 Río o corriente,No,ND,ND,ND,5. Ríos,Destino del efluente: Río Balsas.,ANEAS(2022),2022,20230417,,Sí,Sí,Publico,Michoacan De Ocampo,Lázaro Cárdenas
MEX-0116,Zamora de Hidalgo,México,"Zamora, Michoacán De Ocampo",771 Cuencas Vertiente Pacífico de México y América Central,465,ND,1997,Organismo Operador,,03 Grande,20.01236,-102.326664,20.00903,-102.326,255.0,255.0,279,2022,255.0,279.0,02 Lagunas,02 Lagunas,,Lagunas - Lagunas de Estabilización,01 En operación,"6. Suelo, infiltración",03 Terreno,No,Abono,ND,ND,"6. Suelo, infiltración","Destino del efluente: Dren ""A"" riego.",ANEAS(2022),2022,20230417,,Sí,Sí,Publico,Michoacan De Ocampo,Zamora
MEX-0118,La Salada,México,"Guaymas, Sonora",771 Cuencas Vertiente Pacífico de México y América Central,761,ND,2009,ND,,03 Grande,27.881725,-110.921482,27.87629,-110.925,252.72,252.72,263.6670296,2022,252.72,263.6670296,02 Lagunas,02 Lagunas,,Lagunas - Lagunas de Estabilización,01 En operación,3.Aguas costeras,04 Mar,No,,,ND,3.Aguas costeras,Destino del efluente: Mar.,ANEAS(2022),2022,20230417,,Sí,Sí,,Sonora,Guaymas
MEX-0066,Playa del Carmen II (Saastun-Ha),México,"Solidaridad, Quintana Roo",753 Golfo de México y vertiente Atlántico de América C.,700,ND,2004,Concesionario (Aguakán),,03 Grande,20.68428,-87.117806,20.68355,-87.1199,550.0,550.0,262.47,2022,550.0,262.47,01 Lodos activados,01 Lodos activados,,Lodos Activados - veo biofiltros????,01 En operación,1. Suelo cárstico,03 Terreno,No,Relleno Sanitario,ND,ND,1. Suelo cárstico,Destino del efluente: Acuífero.,ANEAS(2022),2022,20230417,,Sí,Sí,Publico,Quintana Roo,Solidaridad
MEX-0081,Norte,México,"San Luis Potosí, San Luis Potosí",753 Golfo de México y vertiente Atlántico de América C.,1027,ND,2002,Organismo Operador (Concesion),,03 Grande,22.207458,-100.950568,22.21441,-100.941,410.0,410.0,260,2022,410.0,260.0,02 Lagunas,02 Lagunas,,Lagunas - Lagunas Aireadas,01 En operación,"6. Suelo, infiltración",03 Terreno,No,Sin Desazolve,ND,ND,"6. Suelo, infiltración",Destino del efluente: Riego agrícola /áreas verdes (Parque Tangamanga 2).,ANEAS(2022),2022,20230417,,Sí,Sí,Privado,San Luis Potosi,San Luis Potosí
MEX-0114,Iguala de la Independencia,México,"Iguala de la Independencia, Guerrero",771 Cuencas Vertiente Pacífico de México y América Central,3804,ND,2013,Organismo Operador,,03 Grande,18.3205,-99.57630556,18.32046,-99.5754,260.0,260.0,260,2022,260.0,260.0,01 Lodos activados,01 Lodos activados,,Lodos Activados - ,01 En operación,5. Ríos,01 Río o corriente,No,ND,ND,ND,5. Ríos,Destino del efluente: Río San Juan.,ANEAS(2022),2022,20230417,,Sí,Sí,Publico,Guerrero,Iguala de la Independencia
